frequency,real,imaginary,magnitude,phase,variation_id
6.7233575364993365,27.531181607555972,-0.3822472740818792,27.53383507045052,-0.7954525423606107,variation_006
9.23670857187386,27.526461669736975,-0.5249136846933956,27.53146611482718,-1.0924649283774075,variation_006
12.689610031679221,27.517581098759855,-0.7208046378552548,27.52701997770153,-1.5004815159217941,variation_006
17.43328822199988,27.50084828400203,-0.9895816332677208,27.51864691711055,-2.0608236437877787,variation_006
23.95026619987486,27.46932909639006,-1.3578979369825561,27.502871264888743,-2.8300123360182874,variation_006
32.90344562312668,27.410040096710883,-1.8614461709608665,27.473173823762757,-3.885054632939636,variation_006
45.20353656360243,27.298834979318638,-2.5468948954745065,27.41738617805616,-5.3300857184080686,variation_006
62.10169418915616,27.091388375512317,-3.4723747457327607,27.313013573892693,-7.303928140476021,variation_006
85.31678524172806,26.708325248137484,-4.702963736433029,27.119227597158854,-9.986611889054743,variation_006
117.21022975334806,26.01408537751994,-6.29308842413777,26.764446565227413,-13.599206887891473,variation_006
161.02620275609394,24.797526103049297,-8.241272486163528,26.131128429951264,-18.38384152142099,variation_006
221.2216291070448,22.78630135100113,-10.40376616192661,25.049029514348156,-24.54048391789266,variation_006
303.9195382313198,19.761274310392565,-12.395459121733454,23.32713804154179,-32.0984085136032,variation_006
417.53189365604004,15.801898246040198,-13.617202884906717,20.859726809978124,-40.75294696250641,variation_006
573.6152510448682,11.465951238539663,-13.574371838824668,17.768838133745422,-49.81300972971927,variation_006
788.0462815669912,7.553879403654753,-12.286005809264227,14.422448917927698,-58.415300140403836,variation_006
1082.636733874054,4.594929337272654,-10.267164778324432,11.248468704663523,-65.88974943232009,variation_006
1487.3521072935118,2.6418036443448543,-8.109671451965685,8.529120561587868,-71.95648112252483,variation_006
2043.3597178569416,1.4658308378662968,-6.181837875787074,6.3532495282143175,-76.66045074340931,variation_006
2807.2162039411755,0.796580596430742,-4.6152423772268145,4.683481914896243,-80.20735583585699,variation_006
3856.620421163472,0.427873206042987,-3.4057354925977177,3.43250778964729,-82.83926891287362,variation_006
5298.316906283708,0.2283691759621146,-2.497263347189476,2.507683533810756,-84.77496125981484,variation_006
7278.953843983146,0.12147087394552265,-1.8248620875834614,1.828900437945313,-86.19175797660894,variation_006
10000.0,0.06449287947240283,-1.3310693847728796,1.3326308710900758,-87.22607827191167,variation_006
1.0,30.95593485804509,-0.07579728267093704,30.95602765478141,-0.14029153816404322,variation_007
1.3738237958832629,30.954495727722243,-0.10283666869661028,30.954666548648255,-0.19034667760492294,variation_007
1.8873918221350972,30.95292767688324,-0.13950225675227873,30.953242037789895,-0.2582255388106831,variation_007
2.592943797404667,30.951336284539945,-0.18963278749200896,30.95191720059956,-0.35103564940235765,variation_007
3.562247890262442,30.949592161336746,-0.2585623638767374,30.95067219704752,-0.4786553396567913,variation_007
4.893900918477494,30.947245287307116,-0.3535129011315064,30.949264324762535,-0.6544658862111566,variation_007
6.7233575364993365,30.94343122814424,-0.48425751468425415,30.947220254999,-0.8965924556006245,variation_007
9.23670857187386,30.936600673355017,-0.6641032542409006,30.943727867775134,-1.2297560076286536,variation_007
12.689610031679221,30.92392321627922,-0.9112121400329304,30.9373453070957,-1.6878035542247776,variation_007
17.43328822199988,30.900137127540344,-1.2503095934540254,30.925422367047478,-2.317090204863272,variation_007
23.95026619987486,30.85540380504613,-1.7147988495071778,30.903017313309817,-3.180958885632288,variation_007
32.90344562312668,30.771358799438314,-2.3491086660838647,30.86089489773166,-4.365535375766207,variation_007
45.20353656360243,30.613991172792986,-3.210534817503346,30.781877612358997,-5.986809968473394,variation_007
62.10169418915616,30.32132959192867,-4.368383645811878,30.634389236597585,-8.19817344086579,variation_007
85.31678524172806,29.783943665682376,-5.894911902625325,30.36170757089026,-11.195431780090475,variation_007
117.21022975334806,28.819911108118102,-7.8363587678661,29.866298649456734,-15.211408099290892,variation_007
161.02620275609394,27.16066188767316,-10.145902501939572,28.99380781745242,-20.48324320587447,variation_007
221.2216291070448,24.498577384516363,-12.57248072219998,27.53629541850586,-27.166544392688177,variation_007
303.9195382313198,20.67411449712473,-14.575967719855386,25.29580687012156,-35.18516394953594,variation_007
417.53189365604004,15.9690069288648,-15.467462489884714,22.231769569022674,-44.08596791128481,variation_007
573.6152510448682,11.17072264008465,-14.864601757459326,18.594123526253195,-53.075201010828565,variation_007
788.0462815669912,7.128214551134584,-13.031178926646383,14.853385705127286,-61.320800271491294,variation_007
1082.636733874054,4.235378087500358,-10.6371703008036,11.449358914470992,-68.28914817935447,variation_007
1487.3521072935118,2.398345319751884,-8.27516472711912,8.615707256733613,-73.83711779186198,variation_007
2043.3597178569416,1.318766038705471,-6.2512045197288355,6.388795020371302,-78.0874456211715,variation_007
2807.2162039411755,0.7130079151183674,-4.643242127042943,4.69766726550186,-81.26995536171569,variation_007
3856.620421163472,0.38191075727545293,-3.4168027006978843,3.438080354212081,-83.62227600639496,variation_007
5298.316906283708,0.20352921197942692,-2.5015880508595667,2.50985396314852,-85.34866024199574,variation_007
7278.953843983146,0.10817066800957162,-1.826541683524238,1.8297418984843723,-86.61081240627212,variation_007
10000.0,0.05740657905669053,-1.3317195558044392,1.3329562973447273,-87.53167277375874,variation_007
1.0,24.097829764980883,-0.05199380609433655,24.097885856188107,-0.12362196331969191,variation_008
1.3738237958832629,24.097701226555582,-0.07139154546941662,24.097806978169256,-0.169743256536263,variation_008
1.8873918221350972,24.09748908611546,-0.09803372030109771,24.097688496322,-0.23309015375492537,variation_008
2.592943797404667,24.097117801817,-0.13463462868498208,24.097493911979456,-0.320117774958754,variation_008
3.562247890262442,24.096439513365585,-0.18492018149561137,24.097149057405332,-0.4396889405607446,variation_008
4.893900918477494,24.09517429025582,-0.25400293950396746,24.09651305834688,-0.603969790500967,variation_008
6.7233575364993365,24.09279562550285,-0.34889654047069735,24.09532174195235,-0.8296630392881004,variation_008
9.23670857187386,24.08831251449349,-0.47921492378444863,24.09307881403042,-1.1396967386516117,variation_008
12.689610031679221,24.07985846687817,-0.6581122948648084,24.088850026050153,-1.5655271710415495,variation_008
17.43328822199988,24.06392003446398,-0.9035219676436387,24.08087621684667,-2.150260187751,variation_008
23.95026619987486,24.033896193843955,-1.2397240235970663,24.06584887160955,-2.9528319475784954,variation_008
32.90344562312668,23.977433533444884,-1.6991558601962018,24.037563301799256,-4.0534773322127355,variation_008
45.20353656360243,23.871586284266705,-2.3240320874083777,23.984448229435966,-5.560540130400256,variation_008
62.10169418915616,23.674336514753406,-3.1664257775830227,23.885151488293488,-7.61805854783079,variation_008
85.31678524172806,23.310794758057373,-4.283309040991881,23.701052478590857,-10.411835352713043,variation_008
117.21022975334806,22.654214909485393,-5.718765300221373,23.364882403388346,-14.167591951522201,variation_008
161.02620275609394,21.510686889275334,-7.459994614079354,22.767546422276922,-19.126756077053578,variation_008
221.2216291070448,19.639605725270155,-9.357245084517514,21.75481897455806,-25.47535777269314,variation_008
303.9195382313198,16.870013416002536,-11.0423545230495,20.162612580437518,-33.20696006637824,variation_008
417.53189365604004,13.323745924488096,-11.981291289321238,17.918525230048317,-41.96325488709459,variation_008
573.6152510448682,9.5390982624508,-11.78462146353334,15.161520329421537,-51.01145383939714,variation_008
788.0462815669912,6.209869417469303,-10.539543835539469,12.232925342831065,-59.49352825871626,variation_008
1082.636733874054,3.743780357466854,-8.729326573655976,9.498264778078733,-66.78676980267093,variation_008
1487.3521072935118,2.139879169875183,-6.854734921906696,7.18097999657936,-72.6629238931037,variation_008
2043.3597178569416,1.1831742273805217,-5.206922921939629,5.339658000973266,-77.19800811142431,variation_008
2807.2162039411755,0.6416965619471976,-3.8796557781072827,3.9323661368463747,-80.60828393184883,variation_008
3856.620421163472,0.3443018389617345,-2.8597881275935984,2.880439530876795,-83.13496353214309,variation_008
5298.316906283708,0.1836557524078989,-2.095704696627147,2.1037365830487413,-84.99171538162645,variation_008
7278.953843983146,0.09765656779299754,-1.5309395477667826,1.5340510761214794,-86.3501246215749,variation_008
10000.0,0.05184031879328269,-1.11649114617949,1.1176940091768321,-87.34158237260661,variation_008
1.0,20.66112569540169,-0.029841985974198636,20.661147246591,-0.08275534861136019,variation_009
1.3738237958832629,20.661069798927617,-0.040978602937292864,20.661110436809963,-0.11363873907824174,variation_009
1.8873918221350972,20.66098076498654,-0.056272140164115886,20.661057396099128,-0.15605010236696887,variation_009
2.592943797404667,20.660831347399668,-0.07728000677164064,20.66097587639895,-0.2143087809531482,variation_009
3.562247890262442,20.660565752674724,-0.10614184557252937,20.660838398089687,-0.29434945547180313,variation_009
4.893900918477494,20.660076413854984,-0.145794749830696,20.66059083219561,-0.4043201493280823,variation_009
6.7233575364993365,20.659160502847413,-0.20026995647015305,20.660131188786657,-0.5554080404254398,variation_009
9.23670857187386,20.65743650769534,-0.2750993409753535,20.65926820380793,-0.7629746067404296,variation_009
12.689610031679221,20.654185941402947,-0.37786859407403034,20.657642207581063,-1.0481100874291909,variation_009
17.43328822199988,20.648055003097646,-0.5189634246521786,20.6545757266295,-1.4397557146660611,variation_009
23.95026619987486,20.636494168081732,-0.7125597300567766,20.648792529302288,-1.9775864603920703,variation_009
32.90344562312668,20.61470997271408,-0.9778942082929576,20.637890985799164,-2.7158878895849488,variation_009
45.20353656360243,20.57371993777333,-1.340780164348095,20.617362671472826,-3.7286677564074258,variation_009
62.10169418915616,20.496798297892834,-1.8351067092953053,20.57878415016308,-5.116129434328704,variation_009
85.31678524172806,20.353173398482156,-2.5034458509639808,20.50655769546392,-7.01217541868063,variation_009
117.21022975334806,20.0875099323932,-3.3944004039788007,20.37228532557226,-9.591271573367694,variation_009
161.02620275609394,19.604541824087185,-4.551186411985816,20.12588775406014,-13.069684115441223,variation_009
221.2216291070448,18.75352653615985,-5.981111109577776,19.68421823816141,-17.689178113973764,variation_009
303.9195382313198,17.333401663509086,-7.594754464105931,18.92424657941754,-23.6609746674182,variation_009
