Ca,Cb,Eout_rail,Ra,Rb,Rs,RsolA,RsolB,Va_rail,chamber,circuitValuesKnown,constrain_min_and_max_f,cross_section,data_location,detrendSignals,filterSignals,fpass,fs,high_RSME,idx_best_absEr,idx_best_absEr1000,idx_best_absZr,idx_best_absZr1000,idx_best_absnone,import_error,include_in_analysis,manually_validated,meas_ID,meas_idx,n_freqs,normalization_method,p_1,p_2,p_3,p_4,p_5,p_6,p_7,pg_absEr_1,pg_absEr_2,pg_absEr_3,pg_absEr_4,pg_absEr_5,pg_absEr_6,pg_absEr_7,pg_absEr1000_1,pg_absEr1000_2,pg_absEr1000_3,pg_absEr1000_4,pg_absEr1000_5,pg_absEr1000_6,pg_absEr1000_7,pg_absZr_1,pg_absZr_2,pg_absZr_3,pg_absZr_4,pg_absZr_5,pg_absZr_6,pg_absZr_7,pg_absZr1000_1,pg_absZr1000_2,pg_absZr1000_3,pg_absZr1000_4,pg_absZr1000_5,pg_absZr1000_6,pg_absZr1000_7,pg_absnone_1,pg_absnone_2,pg_absnone_3,pg_absnone_4,pg_absnone_5,pg_absnone_6,pg_absnone_7,pgmax_absEr_1,pgmax_absEr_2,pgmax_absEr_3,pgmax_absEr_4,pgmax_absEr_5,pgmax_absEr_6,pgmax_absEr_7,pgmax_absEr1000_1,pgmax_absEr1000_2,pgmax_absEr1000_3,pgmax_absEr1000_4,pgmax_absEr1000_5,pgmax_absEr1000_6,pgmax_absEr1000_7,pgmax_absZr_1,pgmax_absZr_2,pgmax_absZr_3,pgmax_absZr_4,pgmax_absZr_5,pgmax_absZr_6,pgmax_absZr_7,pgmax_absZr1000_1,pgmax_absZr1000_2,pgmax_absZr1000_3,pgmax_absZr1000_4,pgmax_absZr1000_5,pgmax_absZr1000_6,pgmax_absZr1000_7,pgmax_absnone_1,pgmax_absnone_2,pgmax_absnone_3,pgmax_absnone_4,pgmax_absnone_5,pgmax_absnone_6,pgmax_absnone_7,pgmin_absEr_1,pgmin_absEr_2,pgmin_absEr_3,pgmin_absEr_4,pgmin_absEr_5,pgmin_absEr_6,pgmin_absEr_7,pgmin_absEr1000_1,pgmin_absEr1000_2,pgmin_absEr1000_3,pgmin_absEr1000_4,pgmin_absEr1000_5,pgmin_absEr1000_6,pgmin_absEr1000_7,pgmin_absZr_1,pgmin_absZr_2,pgmin_absZr_3,pgmin_absZr_4,pgmin_absZr_5,pgmin_absZr_6,pgmin_absZr_7,pgmin_absZr1000_1,pgmin_absZr1000_2,pgmin_absZr1000_3,pgmin_absZr1000_4,pgmin_absZr1000_5,pgmin_absZr1000_6,pgmin_absZr1000_7,pgmin_absnone_1,pgmin_absnone_2,pgmin_absnone_3,pgmin_absnone_4,pgmin_absnone_5,pgmin_absnone_6,pgmin_absnone_7,predicted_TER,remove_last_NOVA_meas,resnormbest_absEr,resnormbest_absEr1000,resnormbest_absZr,resnormbest_absZr1000,resnormbest_absnone,signal_buffer_end,signal_buffer_start,total_guesses,vpipette_gain_adjust
9.2e-08,2.34e-06,0,9837,9790,100.3,99.2,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,383,223,226,475,246,0,1,0,20221205_175448,1,111,max,99.2,0.28,9837,9.2e-08,9790,2.34e-06,100.3,101.180795619291,0.00100000000000009,5616.63839131251,9.23451767572511e-08,5173.57151281186,4.53660591935327e-06,101.565791458828,0.00100000014655492,0.00100000000000639,36085.004529918,2.32371896775252e-08,11434.7666675418,1.52050422850426e-06,202.105946849435,101.209447044539,3.35449221626978,3480.25724262019,9.92783675954876e-08,2897.74607475116,1.51330583453265e-05,99.1694145051073,0.00100000000000245,0.00100000011165377,59531.1445820821,2.32806051693939e-08,26262.8095687957,1.5835377686113e-06,201.708562684886,53.3284280228234,50.2419313641184,470393.576176174,0.000999999308278017,2161.510768274,9.54384667166424e-08,102.279775251688,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,199.2700422,1,0.0483879558977643,1.74415464599942,2.38412473922152,3.30020121632492,0.0424334101784169,5.902,5.98,500,1
1.07e-06,9.2e-08,0,99.2,98.9,10029,0.35,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,191,69,476,488,176,0,1,0,20221003_191824,3,111,max,0.35,0.28,99.2,1.07e-06,98.9,9.2e-08,10029,18.7634093007144,10.9129137458941,87.2148159261786,1.47721088006617e-06,89.0206416935124,2.23185177171925e-07,2805.76182498561,0.00100000001634153,0.00100000000000005,139.081100681405,9.17611204420499e-07,130.081431689559,1.73917462486936e-07,702.435570664709,0.00100000000000008,20.2509086803348,126.241736202734,1.01521687244642e-06,93.2567118122401,1.64526599405747e-07,865.220332068718,0.00100000000000005,0.00100000000921408,128.41067519696,9.34059979178306e-07,120.708730203473,1.57354185860301e-07,889.477936381016,0.00100000000000032,0.00100000000012562,138.102126647064,1.17129120904946e-07,113786.252382053,2.85433108128812e-07,195.254153172607,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,194.8927822,1,0.305144654131806,0.0346820283249137,0.146528420558602,0.0626013059363884,0.0186146247798278,5.902,5.98,500,10
1.07e-06,9.2e-08,0,99.2,9790,100.3,0.35,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,311,426,103,340,8,0,1,0,20221004_161325,1,111,max,0.35,0.28,99.2,1.07e-06,9790,9.2e-08,100.3,0.00100000076858862,0.00100000000501604,136.340922363998,1.40393515444156e-07,3138.14253550977,1.21372025321478e-07,103.844716846782,3.35805648021581,63.3414719826346,86.6746389065541,4.02004960357297e-06,499999.999999958,1.0005102220958e-06,33.5002716376593,0.00100000000000033,0.00100000000891605,138.041849223033,2.19597776290685e-07,3301.44256677647,1.14258602809223e-07,103.500636220175,3.33722201413803,63.5428011614223,79.2609678110977,4.28207652980464e-06,499999.999982718,9.99703680024643e-07,33.3150821994255,0.00100000000000005,0.00100000000000005,87.4670487374516,5.57253689456063e-07,1500.13865551415,9.77507950803874e-08,106.92219619224,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,99.92293358,1,0.395386144597011,2.39622146553603,0.28990048219613,2.34102569577616,0.045840155725108,5.902,5.98,500,10
2.35e-06,2.34e-06,0,99.2,994,10029,99.2,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,385,418,171,437,378,0,1,0,20221129_171810,3,111,max,99.2,0.28,99.2,2.35e-06,994,2.34e-06,10029,101.565291370684,0.00100000000002067,100.652170794893,2.34097055575593e-06,1006.6320031657,2.35328572493291e-06,9037.87367512054,100.2233730655,0.0010000000000173,101.324814003354,2.2567936689955e-06,997.908877549772,2.35416831449561e-06,9731.42259069764,120.699450489803,5.49594393749844,127.071852474798,3.3260401765388e-06,843.178335653029,2.67728126995811e-06,499999.99999996,95.6127069212981,0.00100000000003221,102.919676534459,1.82129846856122e-06,925.475857544698,2.36806679278584e-06,28646.0216232075,72.3352901089776,27.9092040976563,1188.20619938079,2.28499422439649e-06,99.5541698348186,2.36254634247229e-06,4234.5898593448,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,1085.229474,1,0.0245128181114458,0.00211646005737889,0.773292323026163,0.00470447881258463,0.00180057004844501,5.902,5.98,500,1
2.35e-06,2.34e-06,0,988,9790,10029,0.4,98.7,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,416,372,270,190,101,0,1,0,20221108_165437,3,111,max,0.4,98.7,988,2.35e-06,9790,2.34e-06,10029,24.8472960938495,68.4453844983743,957.253350658998,2.24916813107857e-06,9424.232147964,2.33752116681954e-06,10387.7534456616,16.2993459667724,70.4595584794817,960.608711235314,2.21026714070134e-06,9248.24972535849,2.34250499650635e-06,10586.1671633829,26.3288109661949,105.903747536003,944.357853410843,2.32967612254182e-06,9003.92300084162,2.37353572037516e-06,10759.9207764732,2.79514148131673,92.8753963661639,979.284591751857,2.28544711552645e-06,9235.98106707141,2.36165945343707e-06,10556.1543080776,71.8055202493472,29.8311367180089,21833.986553932,2.12316216967265e-06,925.207167166138,2.62136693023952e-06,6721.85818520326,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,5294.109468,1,0.908875882726783,0.186582881968067,0.783811248008713,0.385871045091077,8.61589509386091e-05,5.902,5.98,500,10
1.07e-06,1.01e-06,1,99280,994,99780,99.2,98.7,1,model,1,1,1,Miller HDD,1,0,NaN,20100,0,493,451,224,233,174,0,0,0,20221220_182348,2,111,max,99.2,98.7,99280,1.07e-06,994,1.01e-06,99780,42.0602219876572,27.3791291973909,499999.999999961,1.05856012341645e-06,166.456153767287,7.58241895124069e-07,55323.085356335,96.9534573326964,0.0010000000000001,499999.999999952,1.05877786511465e-06,184.739257816863,3.28630034977154e-07,55340.1939754111,107.039934096271,202.895531268875,499999.999990391,1.06997635294833e-06,1632.86396950131,0.000318036291108894,55093.3703421768,99.7525677773249,202.91569145571,499999.99998965,1.06979189272579e-06,1633.21871439021,0.000318135531881956,55094.0442280588,173.547546686005,28.0880094594205,101.40993959043,1.05104547262279e-06,88017.0645589907,1.06445918070389e-06,114219.364930949,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,50448.75622,1,0.00519522933772673,0.00361039840836084,0.000311022251114378,0.000178575131275657,6.61997964410521e-06,5.902,5.98,500,1
2.35e-06,1.01e-06,0,99.2,98.9,1000.9,0.35,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,413,189,82,115,139,0,1,0,20221004_170802,2,111,max,0.35,0.28,99.2,2.35e-06,98.9,1.01e-06,1000.9,14.5677307054674,0.00100000000008588,175.125408601641,2.6608407011004e-06,195.884039812578,1.34992091293817e-06,258.392924223141,0.00100000000000024,0.00100000000184137,128.933046687713,2.23923178010845e-06,119.937916816274,1.03604861876601e-06,494.428363834571,4.23592477546599,0.00100000000000005,105.731380998908,2.63452818870495e-06,104.368126196187,9.62645427811182e-07,722.867171580254,0.00100000000004514,0.00100000001458043,122.985127642278,2.251820453599e-06,115.389782734071,1.0272173678609e-06,541.844293977207,0.233350362368295,0.216039793854694,11414.4647036417,8.38864088386364e-07,33.295869477871,4.10861570759181e-06,167.545790090202,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,165.9997164,1,0.693538738765864,0.036605318823998,0.353078880633556,0.0926964216815864,0.0148974693964561,5.902,5.98,500,10
2.35e-06,9.2e-08,0,988,994,10029,99.2,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,285,444,63,174,383,0,1,0,20221204_134244,3,111,max,99.2,0.28,988,2.35e-06,994,9.2e-08,10029,105.765747939011,0.00100000000431641,989.208075730089,2.35714909349916e-06,994.297220180371,9.28882353008778e-08,9954.46438801246,100.035715845509,4.13805890076863,1008.41208647807,2.31512241095941e-06,1000.44692172482,9.22752010426308e-08,9405.65250010907,116.998519829191,0.00100000026372704,960.564727494781,2.42869459436428e-06,980.369838315513,9.51166945248303e-08,10794.6039729176,100.840536713467,3.10289901396029,1002.74084318042,2.32404812203301e-06,999.03503500667,9.22164117400373e-08,9571.55435321928,3.29660350831244,101.467272696983,1954.05202950163,1.54080479214064e-06,1193.11908206936,9.42108799739153e-08,3490.59587894224,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,1754.419472,1,0.0109995104037248,0.00172437221396596,0.0365628916439779,0.00228667745130108,0.0012399609924198,5.902,5.98,500,1
1.07e-06,1.01e-06,0,99.2,98.9,1000.9,0.35,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,303,156,452,89,66,0,1,0,20221003_190933,2,111,max,0.35,0.28,99.2,1.07e-06,98.9,1.01e-06,1000.9,5.61345318741357,0.00100000000000005,80.0741074086095,1.01225275909313e-06,80.8641526506767,1.1615112166499e-06,499999.999999974,0.00100000000000011,0.00100000000001523,153.1691948229,1.0586481992328e-06,141.771229939931,9.90138616416622e-07,378.595337335174,0.00100000000000133,0.00100000010859798,86.4584432214972,1.30394751254024e-06,80.2206568563424,7.32656570189306e-07,499999.992713484,0.00100000000000009,0.00100000000000009,124.561378297177,1.10353062506307e-06,116.164999616065,9.44537335811302e-07,532.960910244091,0.00100000000000045,0.00100000000018372,1.01284713620967,1.08801710707964e-05,4267.71855070055,5.09548337325245e-07,172.582105161753,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,165.9997164,1,0.459311253232267,0.0328618819834008,0.29767319877303,0.0671806531498682,0.0128581077840405,5.902,5.98,500,10
9.2e-08,2.34e-06,0,988,9790,1000.9,0.4,98.7,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,159,92,219,382,392,0,1,0,20221103_161759,2,111,max,0.4,98.7,988,9.2e-08,9790,2.34e-06,1000.9,22.903428478948,98.3879964558929,958.095711017871,9.97496965238044e-08,12316.8096262167,2.356558614421e-06,961.260554410038,0.00100000000006675,92.6499313082812,1009.04076678751,8.91261014916648e-08,9697.92449702934,2.32417846865328e-06,1009.01517118543,12.5021200051366,100.132615475318,923.833033762224,9.88250447640216e-08,6375.90784426644,2.63210392096218e-06,1030.29963765069,57.7166269423625,91.8752947352083,891.046905160455,1.14715538851399e-07,22793.8299989495,2.34201680708684e-06,898.533218407398,7.46454181839448,94.7393351445255,717.707870168478,9.05189277314972e-08,1314.95012371698,4.62655552681324e-06,1656.79209113717,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,1014.949545,1,0.0692355372488604,0.003580882169814,0.127756933335442,0.0161452528081034,0.00179358523760623,5.902,5.98,500,10
1.07e-06,9.2e-08,0,99.2,9790,100.3,99.2,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,431,355,56,106,457,0,1,0,20221122_150945,1,111,max,99.2,0.28,99.2,1.07e-06,9790,9.2e-08,100.3,81.0550781283093,0.00100000000000008,196.613255124954,1.45612848293807e-07,863.202246058748,9.12107298237944e-08,133.661195550127,0.00100000000000036,96.4721694132296,1533.97376251784,8.6867769860163e-08,499999.999999974,0.000999999999999949,110.589800137981,71.5819458628037,0.00100000218976191,240.322478450548,9.96194844688273e-08,738.288832769437,8.81976299926856e-08,147.460521251738,0.0010000000000024,96.5297227091765,1549.2890002861,8.69457491996668e-08,499999.999999974,0.000999999999999949,110.453316113211,41.7131647522957,64.1442539250412,499999.997188,0.000999999999999845,1391.67792036186,9.8541395954543e-08,100.677788349192,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,198.7729336,1,0.0519009258015726,1.46403239122318,0.0590667695805699,1.48499414448405,0.0450542374502613,5.902,5.98,500,1
9.2e-08,9.2e-08,0,99.2,98.9,10029,99.2,98.7,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,213,376,40,405,354,0,1,0,20221209_155251,3,111,max,99.2,98.7,99.2,9.2e-08,98.9,9.2e-08,10029,81.9501074500169,124.66718330948,23070.1173174431,7.90717930451125e-08,14482.0339779035,1.27490421926395e-07,192.815972783495,0.00347081911751172,0.00100000000000009,76435.2179127519,2.2265121100186e-08,75994.1276610688,2.25268570618455e-08,399.312320006895,5.08266264688791,0.0014040913785682,272.505635281436,4.36925577733758e-08,277.611855537605,3.68940913240857e-09,1379.91383545406,0.00100000000001453,0.00100000000000031,97773.363034164,2.22924859185319e-08,97287.4751652855,2.24983976547367e-08,399.086260208583,42.0000141825317,81.5471976141177,147.412323007852,7.19309682052989e-08,130.259672054515,1.64439192695327e-08,27108.4921487616,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,392.1627822,1,0.0106587921881571,0.370150797426042,0.0133391459123075,0.372544779418527,0.00969203676383249,5.902,5.98,500,1
9.03e-08,1.01e-06,0,99.2,9790,10029,0.35,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,290,243,59,300,445,0,1,0,20221003_184556,3,111,max,0.35,0.28,99.2,9.03e-08,9790,1.01e-06,10029,0.00100000000000009,0.00100000003965266,102.166434990699,6.8927858372174e-08,9490.67418437968,1.01354086950498e-06,10331.2244734389,0.00100001776188056,0.617735191557676,101.905524838719,8.1925086366359e-08,9422.96869436904,1.0139379114357e-06,10408.9564134543,4.27983315930452,24.2773841453198,97.3167459357218,2.79665134966215e-07,7934.85948206737,1.02638586048485e-06,12936.826752538,53.313004284881,2.97280541315512,47.5713218738998,1.03413254275568e-06,499999.999742563,1.01554056923601e-06,4967.3513160736,6.69704906660654,6.67330101976293,89.3090255576399,1.19160387422277e-07,5163.74839541351,1.03217519837433e-06,89316.1997184404,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,4979.934696,1,0.00191327795821374,0.00162692707890288,0.00426045906502059,0.00108428562857295,7.34612137024566e-05,5.902,5.98,500,10
1.07e-06,9.2e-08,0,988,9790,10029,99.2,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,237,271,248,427,426,0,1,0,20221201_131652,3,111,max,99.2,0.28,988,1.07e-06,9790,9.2e-08,10029,106.325387397653,0.00100000000000008,558.588690690813,1.12302070710784e-06,5554.29621813838,9.13477137096562e-08,34233.6646660572,94.4641060189668,16.4366033159662,1014.21723275689,1.03424648510343e-06,9759.14644267041,9.22890753288303e-08,9985.71316025759,125.268399503736,0.00100000000333524,461.448115144281,1.26830345926559e-06,4767.11899786816,9.08521852530136e-08,499999.999840209,94.7931957338775,16.101605081797,1013.24903908362,1.03513307952178e-06,9757.36044933331,9.2281741812457e-08,9988.1019220598,52.4508172488858,52.4519731688365,477.371420039914,1.05025252007972e-06,7701.24250810486,9.16590160131525e-08,14195.0067601598,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,5294.489468,1,0.00559715327225247,0.000617230888054165,0.0264521533869236,0.000650023128785621,0.000277851778370505,5.902,5.98,500,1
9.2e-08,1.01e-06,0,9837,98.9,10029,0.4,98.7,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,121,454,186,359,4,0,1,0,20221219_192805,1,111,max,0.4,98.7,9837,9.2e-08,98.9,1.01e-06,10029,0.0010000000530581,0.00100000233706106,8620.30211873106,9.00154758080565e-08,195.312646146468,5.51038001961244e-08,12052.8153848699,28.6873858754268,64.3592266626007,17595.8941262841,9.11005032436432e-08,112.298378456541,8.30300673276868e-07,6956.48643906541,0.00100000023558456,94.6383539173344,499999.999999972,9.05643248215032e-08,214.876847114232,4.49085059875261e-07,5064.87020576968,0.00100000008431691,0.00100000041861373,17019.4599694516,9.07130565185178e-08,328.557598413074,3.02250495126778e-07,7223.66496643635,51.6448432019715,51.6448611275608,146.173166388904,6.99646403599677e-07,4891.39358861953,9.52012171260687e-08,471909.492850829,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,5090.216464,1,0.0114351349442631,0.000207460660826333,0.0189329523304192,0.00761054707213072,0.000205427375917295,5.902,5.98,500,1
9.2e-08,2.34e-06,0,988,98.9,10029,99.2,0.28,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,283,58,32,92,150,0,1,0,20221129_182145,3,111,max,99.2,0.28,988,9.2e-08,98.9,2.34e-06,10029,60.4535996949839,48.783482249904,945.177380719407,9.14805364793325e-08,29.4160180583875,1.51068970448123e-05,499999.80088945,99.5900291461903,1.62084623628328,1011.1727907979,9.15608254149167e-08,86.6860057846717,2.92344716392676e-06,9086.90457928241,63.0491369418024,60.6270444339328,943.186144232474,9.84675800112384e-08,19.523977191729,4.39059805381248e-05,499999.999928364,85.4260748584303,46.2166305002286,1182.87398690698,9.77102776238872e-08,43.1500330829737,1.13497591877958e-05,4221.70792789434,95.045941403697,6.01636304187232,44329.577369276,9.59630099142217e-08,170.257536505932,1.0725399036188e-06,1001.76816170157,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,1080.10416,1,0.0139158404222923,0.00321547396257025,0.552184435362518,0.0294141533292688,0.00241412486141874,5.902,5.98,500,1
9.2e-08,1.01e-06,0,9837,994,10029,99.2,98.7,0,model,1,1,1,Miller HDD,1,0,NaN,20100,0,451,78,23,453,218,0,1,0,20221216_161942,3,111,max,99.2,98.7,9837,9.2e-08,994,1.01e-06,10029,0.0803619589572414,239.643223018516,11964.2850193136,8.92289069931451e-08,719.423566582544,1.74276771850309e-06,8735.66656583741,0.00100000000000009,220.018791067194,10202.2536309535,8.90198795937892e-08,653.77089556092,1.63429358052863e-06,9933.20246664697,0.00100000000002773,245.015095095722,9823.69253971616,8.91795630443287e-08,579.611034255764,1.8150743031781e-06,10274.4983934087,0.0010000000004549,244.248934122251,9896.42381289375,8.92531250552955e-08,585.399446184211,1.80859019681134e-06,10198.959104633,86.0003541591852,128.218171335521,6252.13327160612,8.89129861950193e-08,249.036378969059,1.51398277803691e-06,25813.5811295043,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,250,250,500000,0.001,500000,0.001,500000,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,0.001,0.001,1,1e-11,1,1e-11,1,5405.191419,1,0.00113227689218128,0.000205643896226682,0.00155419389594974,0.000999362379142095,0.000180213023452687,5.902,5.98,500,1
